scope,sheet,row_number,machine_code,agiz_mm,gramaj_gr,source_column,cycle_value,included_in_group_stats,parse_status,product_text
schema_match_best_sheet,PROSES ENJEKSİYON,40,401,90,60,K,1,yes,ok,BLW0015-01 1000ML SEFFAF SEFFAF 90MM YIVLI 60GR (KAPAK+SISE)
schema_match_best_sheet,PROSES ENJEKSİYON,40,401,90,60,L,9.08,yes,ok,BLW0015-01 1000ML SEFFAF SEFFAF 90MM YIVLI 60GR (KAPAK+SISE)
schema_match_best_sheet,PROSES ENJEKSİYON,41,202,20,1,J,24,yes,ok,ENJ0029-04 TIPA OPAK BEYAZ 20MM YIVLI 1GR
schema_match_best_sheet,PROSES ENJEKSİYON,41,202,20,1,K,22,yes,ok,ENJ0029-04 TIPA OPAK BEYAZ 20MM YIVLI 1GR
schema_match_best_sheet,PROSES ENJEKSİYON,41,202,20,1,L,21.1,yes,ok,ENJ0029-04 TIPA OPAK BEYAZ 20MM YIVLI 1GR
schema_match_best_sheet,PROSES ENJEKSİYON,42,203,44,6,J,8,yes,ok,ENJ0057-01 KAPAK SEFFAF SARI 44MM CAKMA 6GR
schema_match_best_sheet,PROSES ENJEKSİYON,42,203,44,6,K,8,yes,ok,ENJ0057-01 KAPAK SEFFAF SARI 44MM CAKMA 6GR
schema_match_best_sheet,PROSES ENJEKSİYON,42,203,44,6,L,17.6,yes,ok,ENJ0057-01 KAPAK SEFFAF SARI 44MM CAKMA 6GR
schema_match_best_sheet,PROSES ENJEKSİYON,43,204,28,1,J,24,yes,ok,ENJ0035-02 TIPA SEFFAF 28MM YIVLI 1GR ( KOLONYA )
schema_match_best_sheet,PROSES ENJEKSİYON,43,204,28,1,K,24,yes,ok,ENJ0035-02 TIPA SEFFAF 28MM YIVLI 1GR ( KOLONYA )
schema_match_best_sheet,PROSES ENJEKSİYON,43,204,28,1,L,25.5,yes,ok,ENJ0035-02 TIPA SEFFAF 28MM YIVLI 1GR ( KOLONYA )
schema_match_best_sheet,PROSES ENJEKSİYON,44,205,24,3,J,12,yes,ok,ENJ0031-04 KAPAK OPAK YESIL 24MM YIVLI 3GR
schema_match_best_sheet,PROSES ENJEKSİYON,44,205,24,3,K,12,yes,ok,ENJ0031-04 KAPAK OPAK YESIL 24MM YIVLI 3GR
schema_match_best_sheet,PROSES ENJEKSİYON,44,205,24,3,L,15.52,yes,ok,ENJ0031-04 KAPAK OPAK YESIL 24MM YIVLI 3GR
schema_match_best_sheet,PROSES ENJEKSİYON,45,207,28,10,J,12,yes,ok,ENJ0038-10 KAPAK OPAK KIRMIZI 28MM YIVLI 10GR
schema_match_best_sheet,PROSES ENJEKSİYON,45,207,28,10,K,9,yes,ok,ENJ0038-10 KAPAK OPAK KIRMIZI 28MM YIVLI 10GR
schema_match_best_sheet,PROSES ENJEKSİYON,45,207,28,10,L,28.95,yes,ok,ENJ0038-10 KAPAK OPAK KIRMIZI 28MM YIVLI 10GR
schema_match_best_sheet,PROSES ENJEKSİYON,46,209,20,2,J,12,yes,ok,ENJ0012-07 DAMLALIK OPAK TURUNCU 20MM YIVLI 2GR
schema_match_best_sheet,PROSES ENJEKSİYON,46,209,20,2,K,7,yes,ok,ENJ0012-07 DAMLALIK OPAK TURUNCU 20MM YIVLI 2GR
schema_match_best_sheet,PROSES ENJEKSİYON,46,209,20,2,L,26.9,yes,ok,ENJ0012-07 DAMLALIK OPAK TURUNCU 20MM YIVLI 2GR
schema_match_best_sheet,PROSES ENJEKSİYON,47,210,100,13,J,4,yes,ok,ENJ0023-01 KAVANOZ KAPAK OPAK SARI 100MM YIVLI 13GR
schema_match_best_sheet,PROSES ENJEKSİYON,47,210,100,13,K,3,yes,ok,ENJ0023-01 KAVANOZ KAPAK OPAK SARI 100MM YIVLI 13GR
schema_match_best_sheet,PROSES ENJEKSİYON,47,210,100,13,L,19.8,yes,ok,ENJ0023-01 KAVANOZ KAPAK OPAK SARI 100MM YIVLI 13GR
schema_match_best_sheet,PROSES ENJEKSİYON,48,211,24,1,J,24,yes,ok,ENJ0027-02 PIM SEFFAF 024MM YIVLI 1GR
schema_match_best_sheet,PROSES ENJEKSİYON,48,211,24,1,K,24,yes,ok,ENJ0027-02 PIM SEFFAF 024MM YIVLI 1GR
schema_match_best_sheet,PROSES ENJEKSİYON,48,211,24,1,L,22.1,yes,ok,ENJ0027-02 PIM SEFFAF 024MM YIVLI 1GR
schema_match_best_sheet,PROSES ENJEKSİYON,49,212,28,13,J,12,yes,ok,ENJ0058-06 FLIPTOP SEFFAF LILA 28MM YIVLI 13GR
schema_match_best_sheet,PROSES ENJEKSİYON,49,212,28,13,K,11,yes,ok,ENJ0058-06 FLIPTOP SEFFAF LILA 28MM YIVLI 13GR
schema_match_best_sheet,PROSES ENJEKSİYON,49,212,28,13,L,21.4,yes,ok,ENJ0058-06 FLIPTOP SEFFAF LILA 28MM YIVLI 13GR
schema_match_best_sheet,PROSES ENJEKSİYON,50,301,90,17,J,4,yes,ok,ENJ0042-01 KAVANOZ KAPAK OPAK SARI 90MM YIVLI 17GR
schema_match_best_sheet,PROSES ENJEKSİYON,50,301,90,17,K,4,yes,ok,ENJ0042-01 KAVANOZ KAPAK OPAK SARI 90MM YIVLI 17GR
schema_match_best_sheet,PROSES ENJEKSİYON,50,301,90,17,L,24.4,yes,ok,ENJ0042-01 KAVANOZ KAPAK OPAK SARI 90MM YIVLI 17GR
schema_match_best_sheet,PROSES ENJEKSİYON,51,303,90,61,J,4,yes,ok,PRE0003 90 MM 4 GOZ YIVLI PREFORM 61GR SEFFAF SEFFAF KOLI STANDART
schema_match_best_sheet,PROSES ENJEKSİYON,51,303,90,61,K,3,yes,ok,PRE0003 90 MM 4 GOZ YIVLI PREFORM 61GR SEFFAF SEFFAF KOLI STANDART
schema_match_best_sheet,PROSES ENJEKSİYON,51,303,90,61,L,28.7,yes,ok,PRE0003 90 MM 4 GOZ YIVLI PREFORM 61GR SEFFAF SEFFAF KOLI STANDART
schema_match_best_sheet,PROSES ENJEKSİYON,52,501,24,28,J,6,yes,ok,EBM0021-05 350ML OPAK SEDEFLI MOR 24MM YIVLI 28GR
schema_match_best_sheet,PROSES ENJEKSİYON,52,501,24,28,L,15.62,yes,ok,EBM0021-05 350ML OPAK SEDEFLI MOR 24MM YIVLI 28GR
schema_match_best_sheet,PROSES ENJEKSİYON,53,102,28,52,J,5,yes,ok,PET0016-01 1500ML SEFFAF SEFFAF 28MM YIVLI 52GR
schema_match_best_sheet,PROSES ENJEKSİYON,53,102,28,52,K,4,yes,ok,PET0016-01 1500ML SEFFAF SEFFAF 28MM YIVLI 52GR
schema_match_best_sheet,PROSES ENJEKSİYON,53,102,28,52,L,18.73,yes,ok,PET0016-01 1500ML SEFFAF SEFFAF 28MM YIVLI 52GR
schema_match_best_sheet,PROSES ENJEKSİYON,54,103,28,40,J,5,yes,ok,PET0005-01 700ML SEFFAF SARI 28MM YIVLI 40GR
schema_match_best_sheet,PROSES ENJEKSİYON,54,103,28,40,K,5,yes,ok,PET0005-01 700ML SEFFAF SARI 28MM YIVLI 40GR
schema_match_best_sheet,PROSES ENJEKSİYON,54,103,28,40,L,15.87,yes,ok,PET0005-01 700ML SEFFAF SARI 28MM YIVLI 40GR
schema_match_best_sheet,PROSES ENJEKSİYON,55,104,28,25,J,6,yes,ok,PET0166-02 400ML SEFFAF SEFFAF 28MM YIVLI 25GR
schema_match_best_sheet,PROSES ENJEKSİYON,55,104,28,25,K,6,yes,ok,PET0166-02 400ML SEFFAF SEFFAF 28MM YIVLI 25GR
schema_match_best_sheet,PROSES ENJEKSİYON,55,104,28,25,L,12.63,yes,ok,PET0166-02 400ML SEFFAF SEFFAF 28MM YIVLI 25GR
schema_match_best_sheet,PROSES ENJEKSİYON,56,161,38,47,J,6,yes,ok,PET0181-02 960ML OPAK SARI 38MM YIVLI 47GR
schema_match_best_sheet,PROSES ENJEKSİYON,56,161,38,47,K,6,yes,ok,PET0181-02 960ML OPAK SARI 38MM YIVLI 47GR
schema_match_best_sheet,PROSES ENJEKSİYON,56,161,38,47,L,22.51,yes,ok,PET0181-02 960ML OPAK SARI 38MM YIVLI 47GR
schema_match_best_sheet,PROSES ENJEKSİYON,57,171,100,45,J,3,yes,ok,PET0185-01 500ML SEFFAF SEFFAF 100MM YIVLI 45GR
schema_match_best_sheet,PROSES ENJEKSİYON,57,171,100,45,K,3,yes,ok,PET0185-01 500ML SEFFAF SEFFAF 100MM YIVLI 45GR
schema_match_best_sheet,PROSES ENJEKSİYON,57,171,100,45,L,14.78,yes,ok,PET0185-01 500ML SEFFAF SEFFAF 100MM YIVLI 45GR
schema_match_best_sheet,PROSES ENJEKSİYON,58,172,28,45,J,4,yes,ok,PET0057-01 1000ML SEFFAF SEFFAF 28MM YIVLI 45GR
schema_match_best_sheet,PROSES ENJEKSİYON,58,172,28,45,K,4,yes,ok,PET0057-01 1000ML SEFFAF SEFFAF 28MM YIVLI 45GR
