scope,sheet,row_number,machine_code,agiz_mm,gramaj_gr,source_column,cycle_value,included_in_group_stats,parse_status,product_text
fallback_latest_370_rows_largest_sheet,ESKİ,1146,132,,,L,21.16,no,missing_agiz_mm_gramaj_gr,400 CC Y010 29 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1147,134,,,J,3,no,missing_agiz_mm_gramaj_gr,200 CC Y078 25 ŞEFFAF SARI PALET KISA
fallback_latest_370_rows_largest_sheet,ESKİ,1147,134,,,K,3,no,missing_agiz_mm_gramaj_gr,200 CC Y078 25 ŞEFFAF SARI PALET KISA
fallback_latest_370_rows_largest_sheet,ESKİ,1147,134,,,L,15.7,no,missing_agiz_mm_gramaj_gr,200 CC Y078 25 ŞEFFAF SARI PALET KISA
fallback_latest_370_rows_largest_sheet,ESKİ,1148,135,,,J,2,no,missing_agiz_mm_gramaj_gr,110 CC Y343 25 OPAK SİYAH PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1148,135,,,K,2,no,missing_agiz_mm_gramaj_gr,110 CC Y343 25 OPAK SİYAH PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1148,135,,,L,19.87,no,missing_agiz_mm_gramaj_gr,110 CC Y343 25 OPAK SİYAH PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1149,203,,,J,8,no,missing_agiz_mm_gramaj_gr,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1149,203,,,K,8,no,missing_agiz_mm_gramaj_gr,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1149,203,,,L,18.5,no,missing_agiz_mm_gramaj_gr,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1150,204,68,,J,4,no,missing_gramaj_gr,E026 68 MM 8 OPAK BEYAZ KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1150,204,68,,K,4,no,missing_gramaj_gr,E026 68 MM 8 OPAK BEYAZ KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1150,204,68,,L,31.6,no,missing_gramaj_gr,E026 68 MM 8 OPAK BEYAZ KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1151,205,24,,J,12,no,missing_gramaj_gr,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1151,205,24,,K,10,no,missing_gramaj_gr,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1151,205,24,,L,23.5,no,missing_gramaj_gr,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1152,207,28,,J,12,no,missing_gramaj_gr,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1152,207,28,,K,9,no,missing_gramaj_gr,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1152,207,28,,L,29.47,no,missing_gramaj_gr,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1153,209,62,,J,4,no,missing_gramaj_gr,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1153,209,62,,K,3,no,missing_gramaj_gr,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1153,209,62,,L,27.2,no,missing_gramaj_gr,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1154,210,110,,J,4,no,missing_gramaj_gr,E031 110 MM 17 OPAK SARI PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1154,210,110,,K,4,no,missing_gramaj_gr,E031 110 MM 17 OPAK SARI PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1154,210,110,,L,22,no,missing_gramaj_gr,E031 110 MM 17 OPAK SARI PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1155,303,110,,J,12,no,missing_gramaj_gr,PR014 110 MM 12 GÖZ YİVLİ PREFORM 91 ŞEFFAF ŞEFFAF KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1155,303,110,,K,7,no,missing_gramaj_gr,PR014 110 MM 12 GÖZ YİVLİ PREFORM 91 ŞEFFAF ŞEFFAF KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1155,303,110,,L,37.5,no,missing_gramaj_gr,PR014 110 MM 12 GÖZ YİVLİ PREFORM 91 ŞEFFAF ŞEFFAF KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1156,501,,,J,6,no,missing_agiz_mm_gramaj_gr,1000 CC P128 43 OPAK BEYAZ PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1156,501,,,K,6,no,missing_agiz_mm_gramaj_gr,1000 CC P128 43 OPAK BEYAZ PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1156,501,,,L,19.02,no,missing_agiz_mm_gramaj_gr,1000 CC P128 43 OPAK BEYAZ PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1157,212,28,,J,12,no,missing_gramaj_gr,E123 28 MM FLİPTOP 13 ŞEFFAF SARI PLT.IC.KOLI STANDART
